eb189bbc7f519cae8ac5,2017-01-10,aa1e4d34bc5fbf52e4d4,visa,000a7f0bbfe6da406b99,910
215b12a5ab91e6ff95b4,2017-01-30,03dd406da48ec2cf6872,mc,002b77619a9717cb8cc3,1198
39320707e2f3d89eb3b8,2017-04-17,6615a152414bc5810241,mc,003a2850db225ceda20f,14900
cc9202ff14caf8ddfaeb,2017-02-14,854bf535109ce19a3890,mc,000a7f0bbfe6da406b99,639
86e5e6a725c2494f8c35,2017-02-05,04a2c8baf96bffd7573e,visa,000a7f0bbfe6da406b99,3592
e5162935cae6b3eba13c,2017-02-08,12c2984103a567414fb5,visa,000a7f0bbfe6da406b99,254
0cd7db949db0c70335ec,2017-06-01,8f16ab52bbe9353a50ab,visa,003aaff3df0ca1cc4ee1,1500
38aeb5d3d1b3a744bac3,2017-04-15,a99abfad238c1369ca78,visa,000a7f0bbfe6da406b99,1653
71e3f9396ebffc2c5dae,2017-05-26,b6f9cacd10549681e268,visa,000a7f0bbfe6da406b99,1995
4ca70e010c217a8a6f49,2017-05-03,1e4c09c15f5cb861201f,mc,000a7f0bbfe6da406b99,2559
a2038c868c25a8fedc38,2017-09-27,563a22183d605072e5de,mc,001885123fdb83c63500,22500
627c1e945dccc1e5821b,2017-06-02,1c335e8c33db26092281,mc,0040ebf0dac66d470422,1587
a79d45818ae3e5f0f2a9,2017-05-10,53d9a57f66a3429d9eb5,mc,000ec1229ec7be7305ef,4405
6438008daf9495b6eb22,2017-03-31,bf2d1bd2ea918e87f2d5,mc,0008ec3daedce7f03fc9,15680
baeba5c545a36f0ca8d9,2017-06-28,240f6476adbf96e3f036,visa,000a7f0bbfe6da406b99,396
b5304b31ceb863144fba,2017-07-04,ab52b464c485bddbd8f5,amex,003417d5d5632e35dbc2,11700
69e642e84289c3d6efe1,2017-08-31,d2165654012e7a0f70d0,visa,00091cfff0d6f5c6f2f0,1000
85cca5fc7afca17004c3,2017-09-14,26236dc19dd28faea6c4,visa,000a21a0aae4f9358f77,39900
5fc1aa52afe64281cd20,2017-10-26,9fb69502e538ccce1b79,dscvr,000a7f0bbfe6da406b99,599
d2b839eb5e60f3966822,2017-10-10,0e74a5a02168dbe2b55b,mc,000a7f0bbfe6da406b99,258
15bc7e125311b298f0b8,2017-12-28,66d00cabc4d74390b706,visa,0016eabe5ba8147fe1bb,45128
4b95dd100fccdf19038e,2017-09-10,16b963a29d43e5417572,visa,0031acb0ca7f57bc9950,3500
73823cfad405dbf9a716,2017-02-27,4189f7cccd314a386731,visa,0031acb0ca7f57bc9950,500
0fd8aa2c28861124b23e,2017-05-08,14f02f81cb8be5678156,visa,0031acb0ca7f57bc9950,600
54f49f4654dbbbf9fecb,2017-12-08,9faee5c03721f57406c0,visa,0031acb0ca7f57bc9950,600
d54d49b9d780a8070767,2017-09-22,eeb342c550bae37773c4,visa,0031acb0ca7f57bc9950,900
080cd0d3f08d971fc735,2017-01-09,fbccf84539750c7e841c,amex,002436d9a5939a9f507a,6400
02f8271b0a83ffa121a1,2017-05-02,54a570562cd3c739c145,visa,000a7f0bbfe6da406b99,12900
49eca8b235ed701ed275,2017-01-11,6250dce7766b5cfa5ac2,visa,000a7f0bbfe6da406b99,398
ad083bf68d2ce16126c9,2017-01-10,7298508bcafc0b3299a1,visa,000a7f0bbfe6da406b99,443
53067c55d984c5f8c8bc,2017-03-08,dd0e603cc89967ecd2ac,visa,000a7f0bbfe6da406b99,7825
255ace18416e170ee38e,2017-05-03,7d2786cfdf28b111759b,mc,000a7f0bbfe6da406b99,210
b5c5f0b8da70b95bee2c,2017-03-24,5d3bc5f26aa94d75a817,visa,000a7f0bbfe6da406b99,9900
095010576d007dfb833d,2017-05-04,8aaa8fefbd5ad7ed1102,visa,000a7f0bbfe6da406b99,700
194489675a8a3bff7041,2017-05-13,59fc6ee68af641b83639,visa,000a7f0bbfe6da406b99,599
e991d76231cdcc2bacb4,2017-06-03,2212eae71f6f71fa7151,visa,000a7f0bbfe6da406b99,349
